Date,Location,Airplane.model,Fatalities,lon,lat
"Mar 30, 2000","Anuradhapura, North Central Province ",Antonov AN-26,40,80.4036508,8.3113518
"May 12, 1998 at 1930 LT","Néma, Hodh Ech Chargui",Xian Yunsunji Y-7-100,39,-7.2598913,16.6143698
"May 8, 1997 at 2132 LT","Shenzhen, Guangdong",Boeing 737-300,35,114.057865,22.543096
"Nov 29, 2003 at 1516 LT","Boende, Équateur",Antonov AN-26,33,20.8850949,-0.2842862
"Aug 19, 2012 at 0800 LT","Talodi, South Kordofan ",Antonov AN-26,32,30.3839017,10.6377926
"Jan 18, 2015","Abu Adh Dhuhur, Idlib Governorate ",Antonov AN-26,30,37.0480843,35.7369445
"Oct 13, 2011 at 1717 LT","Madang, Madang",De Havilland Dash-8-100,28,145.7856324,-5.2218841
"Mar 16, 2005 at 1353 LT","Varandey, Republic of Yamalia",Antonov AN-24,28,NA,NA
"Jan 21, 1999 at 0810 LT","Bluefields, Región Autónoma del Atlántico Sur",Antonov AN-26,28,-83.7703693,12.0111402
"Feb 12, 1998 at 0830 LT","Nasir, Upper Nile ",Antonov AN-32,27,33.0704605,8.6228644
"May 7, 2011 at 1405 LT","Kaimana, Special Region of West Papua",Xian MA60,25,NA,NA
"Jan 25, 2001 at 1815 LT","Ciudad Bolivar, Bolívar",Douglas DC-3,24,-63.5535552,8.0882791
"Mar 15, 2016 at 1430 LT","Fátima, Pastaza",IAI Arava 201,22,-77.9988904,-1.4279679
"May 18, 2011 at 2050 LT","Prahuaniyeu, Río Negro",Saab 340,22,-67.9423981,-41.2785416
"Sep 2, 2011 at 1748 LT","Robinson Crusoe Island, Chile",Casa 212 Aviocar,21,-78.8460993,-33.6414001
"Nov 5, 2010 at 0706 LT","Karachi, Sindh ",Beechcraft 1900C,21,67.0099388,24.8614622
"Aug 24, 2003 at 0457 LT","Cap Haïtien, North",Let 410UVP,21,-72.2067681,19.7370362
"Feb 11, 2006 at 0800 LT","Aweil, Northern Bahr el Ghazal ",Antonov AN-26,20,27.3998369,8.7670867
"Mar 24, 2001 at 1628 LT","Saint-Barthélemy, Guadeloupe",De Havilland DHC-6 Twin Otter,20,-61.531419,16.2542883
"Sep 12, 2001 at 1625 LT","Chichén Itzá, Yucatán",Let 410UVP,19,-88.5677826,20.6842849
"Nov 9, 1999 at 1903 LT","Uruapan, Michoacán",Douglas DC-9,18,-102.0430476,19.4064492
"Sep 14, 2011 at 1130 LT","Huambo, Huambo",Embraer EMB-120 Brasília,17,15.7468535,-12.7739761
"Sep 13, 2010 at 0959 LT","Puerto Ordaz, Bolívar",ATR42-300,17,-62.7676633,8.2750921
"Apr 12, 2005 at 1058 LT","Timika, Special Region of Papua",De Havilland DHC-6 Twin Otter,17,NA,NA
"Feb 20, 2003 at 0915 LT","Kohat, Khyber Pakhtunkhwa ",Fokker F27 Friendship,17,71.4332193,33.5834014
"Dec 16, 2001 at 1025 LT","Medellín, Antioquia",Let 410UVP,16,-75.5812119,6.244203
"Mar 17, 2001 at 0823 LT","Lubango, Huíla",Beechcraft 1900C,16,13.5321234,-14.9186136
"Aug 10, 1997 at 0833 LT","Matsu Island, Lienchiang County ",Dornier DO228,16,119.9516652,26.160243
"Aug 2, 2009 at 1100 LT","Oksibil, Special Region of Papua",De Havilland DHC-6 Twin Otter,15,NA,NA
"Feb 22, 2005 at 0715 LT","Sarmi, Special Region of Papua",Casa 212 Aviocar,15,NA,NA
"Feb 14, 2011 at 0802 LT","Tegucigalpa, Francisco Morazán",Let 410UVP,14,-87.192136,14.0722751
"Apr 4, 2001","Adar Yeil, Upper Nile ",Antonov AN-24,14,NA,NA
"Aug 6, 2000","Puerto Montt, Región de Los Lagos",Casa 212 Aviocar,14,-72.9411364,-41.468917
"Dec 18, 2016 at 0609 LT","Wamena, Special Region of Papua",Lockheed C-130 Hercules,13,138.9516853,-4.1001213
"May 24, 2007 at 1745 LT","Pampa Hermosa, San Martín",De Havilland DHC-6 Twin Otter,13,-76.2739795,-6.1150231
"Nov 17, 2003 at 1625 LT","Wau, Western Bahr el Ghazal ",Antonov AN-12,13,27.9834738,7.7091884
"Mar 18, 1998 at 1932 LT","Hsinchu, Hsinchu City ",Saab 340,13,120.9674798,24.8138287
"Dec 28, 2010 at 2130 LT","Tula, Tula oblast",Antonov AN-22,12,37.6184915,54.204836
"Nov 28, 2010 at 0148 LT","Karachi, Sindh ",Ilyushin II-76,12,67.0099388,24.8614622
"Jul 31, 2015 at 1430 LT","Agustín Codazzi, Cesar",Casa-Nurtanio CN235 (IPTN),11,-73.237105,10.034716
"Feb 21, 2014 at 0130 LT","Grombalia, Nabeul Governorate ",Antonov AN-26,11,10.5014909,36.6024831
"Nov 1, 2009 at 0849 LT","Mirny, Republic of Yakutia ",Ilyushin II-76,11,NA,NA
"Apr 16, 2008 at 1423 LT","Annobón Island, Annobón Province ",Antonov AN-32,11,5.6195112,-1.4221087
"Sep 6, 2014 at 1450 LT","Araracuara, Caquetá",Piper PA-31-350 Navajo Chieftain,10,-72.3962907,-0.6013888
"Mar 12, 2013 at 2030 LT","Almeirim, Pará",Embraer EMB-821 Carajá,10,-52.5785846,-1.5239568
"Aug 24, 2008 at 0940 LT","Cabañas, Zacapa",Cessna 208 Caravan,10,-89.796633,14.9358752
"Jul 5, 2007 at 0930 LT","Culiacán Rosales, Sinaloa",Rockwell Sabreliner 40R,10,-107.3940117,24.8090649
"Mar 24, 2000 at 1804 LT","Colombo, Western Province ",Antonov AN-12,10,79.861243,6.9270786
"Dec 31, 1997 at 0745 LT","Rio Sidra, Guna Yala",Britten-Norman Islander,10,NA,NA
"Jun 16, 2016 at 1305 LT",B,Casa 212 Aviocar,9,49.5924134,37.2809455
"Sep 4, 2010 at 1327 LT","Fox Glacier, West Coast Regional Council",Fletcher FU-24,9,NA,NA
"Jul 10, 2008 at 1025 LT","Puerto Montt, Región de Los Lagos",Beechcraft 99,9,-72.9411364,-41.468917
"Mar 26, 2005 at 0940 LT","Providencia Island, San Andrés, Providencia & Santa Catalina",Let 410UVP,9,-81.3729372,13.3387613
"Aug 29, 1997","Puerto Inirida, Guainía",Pilatus PC-6 (Porter & Turbo Porter),9,-67.923917,3.868297
"May 1, 2017 at 1630 LT","Bogotá-Guaymaral, Bogotá Capital District",Cessna 208B Grand Caravan,8,-74.0709129,4.8164206
"Apr 29, 2017","San Cristóbal, Artemisa",Antonov AN-26,8,-83.0415078,22.7129122
"Jul 31, 2016 at 2100 LT","Londrina, Paraná",Embraer EMB-820 Navajo,8,-51.1695824,-23.3044524
"Apr 20, 2014 at 1530 LT","Jämijärvi, Satakunta",Comp Air CA-8,8,22.6228262,61.8327572
"Mar 22, 2012 at 0058 LT","Puerto Aguirre, Región Aysén del General Carlos Ibáñez del Campo",Beechcraft Super King Air 350,8,-73.5225084,-45.1566291
"Mar 1, 2012 at 1200 LT","Quellón, Región de Los Lagos",Piper PA-31-350 Navajo Chieftain,8,-73.6138821,-43.1169327
"Apr 11, 2008 at 2215 LT",Chi,Antonov AN-32,8,-96.0211039,41.321392
"Nov 4, 2007 at 1409 LT","São Paulo, São Paulo",Learjet 35,8,-46.6333094,-23.5505199
"Sep 1, 2005 at 1044 LT","Bogotá, Bogotá Capital District",Piper PA-31-350 Navajo Chieftain,8,-74.072092,4.7109886
"Sep 13, 2003 at 1830 LT","Tecalitlán, Jalisco",Cessna 402,8,-103.3070959,19.4715159
"Feb 24, 2003","Karachi, Sindh ",Cessna 402,8,67.0099388,24.8614622
"Feb 7, 2002 at 0015 LT","Agadir, Souss-Massa-Drâa",Antonov AN-12,8,-9.5981072,30.4277547
"Feb 19, 2001","Puerto López, Meta",Rockwell Gulfstream Commander 1000,8,-72.955918,4.091354
"Oct 29, 2000","Bogotá, Bogotá Capital District",Piper PA-31-350 Navajo Chieftain,8,-74.072092,4.7109886
"Jan 11, 1999 at 1545 LT","Arakkonam-Rajali NAS, Tamil Nadu",Hindustan Aeronautics HAL-748,8,NA,NA
"Dec 11, 1997 at 1657 LT","Naryan Mar, Arkhangelsk oblast",Antonov AN-12,8,NA,NA
"Oct 10, 1997","Taipei, Taipei City ",Lockheed C-130 Hercules,8,121.5654177,25.0329694
"May 18, 2016 at 1900 LT","Camp Dwyer AFB, Helmand",Antonov AN-12,7,NA,NA
"Mar 19, 2016 at 1523 LT",Campo de Marte AFB ,Comp Air CA-9,7,-46.6377697,-23.509422
"Aug 13, 2014 at 1000 LT","Santos, São Paulo",Cessna 560XLS Citation Excel,7,-46.3264089,-23.9561304
"Aug 14, 2011 at 1030 LT","Tzaneen, Limpopo",Piaggio P.166,7,30.1358346,-23.8319853
"Apr 13, 2010 at 2318 LT","Monterrey, Nuevo León",Airbus A300,7,-100.3161126,25.6866142
"Nov 27, 2008 at 1646 LT","Saint-Cyprien, Pyrénées-Orientales",Airbus A320,7,3.004182,42.61783
"Oct 11, 2007 at 2022 LT","Bogotá, Bogotá Capital District",Beechcraft Super King Air 200,7,-74.072092,4.7109886
"Nov 8, 2006 at 0950 LT","Nakhon Sawan, Nakhon Sawan ",Learjet 35,7,100.11996,15.6987382
"Jul 2, 2004 at 1338 LT","Panama City, Panamá",IAI 1124 Westwind,7,-79.5198696,8.9823792
"May 11, 2004","Dalang, South Kordofan ",Antonov AN-12,7,29.655711,12.0527239
"Jan 17, 2003","Ndjolé, Moyen-Ogooué ",Antonov AN-26,7,10.7605239,-0.1882802
"Dec 16, 2000 at 2130 LT","São Paulo, São Paulo",Rockwell Grand Commander 680,7,-46.6333094,-23.5505199
"Oct 1, 1997 at 2145 LT","Chapecó, Santa Catarina",Embraer EMB-121 Xingu,7,-52.615699,-27.1009343
"Jan 20, 2015 at 1540 LT","Shatyrkul, Jambyl",PZL-Mielec AN-2,6,NA,NA
"Nov 19, 2013 at 1115 LT","Mouffy, Yonne",Socata TBM-700,6,3.514373,47.652129
"Nov 9, 2012 at 1545 LT","Mende, Lozère",Casa C-295M,6,3.501873,44.517611
"Jan 14, 2011 at 1750 LT","Goiânia, Goiás",Beechcraft Super King Air 200,6,-49.2647885,-16.6868824
"Mar 1, 2010 at 1346 LT","Concepcion, Región del Biobío",Piper PA-31-350 Navajo Chieftain,6,-73.0443904,-36.8201352
"Apr 9, 2009 at 0743 LT","Wamena, Special Region of Papua",BAe 146,6,138.9516853,-4.1001213
"Apr 23, 2006 at 0455 LT","Kousséri, Far North",Antonov AN-74,6,15.0148322,12.087083
"May 8, 2005 at 1927 LT","Córdoba, Córdoba",Piper PA-31-350 Navajo Chieftain,6,-64.1887761,-31.4200833
"May 7, 2004 at 1500 LT","Jiech, Jonglei ",Let 410UVP,6,NA,NA
"Nov 10, 1999 at 1200 LT","Mbandaka, Équateur",Antonov AN-12,6,18.2970692,0.0265717
"Apr 7, 1999 at 0045 LT","Adana, Mediterranean Region ",Boeing 737-400,6,35.3308285,36.9914194
"May 22, 1997","Serang, Banten",Casa-Nurtanio CN235 (IPTN),6,106.1639749,-6.1103661
"May 15, 1997","Gyandzha, Ganja-Gazakh",Yakovlev Yak-40,6,NA,NA
"Aug 19, 2017 at 0016 LT","Naiguatá, Vargas",Learjet 25,5,-66.739712,10.6181274
"Jul 5, 2017 at 1110 LT","Wamena, Special Region of Papua",Pilatus PC-6 (Porter & Turbo Porter),5,138.9516853,-4.1001213
"Apr 17, 2017 at 1213 LT","Cascais, Estremadura - Lisbon District",Piper PA-31 Cheyenne,5,-9.4207438,38.6967571
"Dec 20, 2016 at 1723 LT","Puerto Carreño, Vichada",Boeing 727-200,5,-67.488462,6.184766
"Jun 2, 2015 at 1435 LT","Santiago de Querétaro, Querétaro",Swearingen SA226AC Metro II,5,-100.3898881,20.5887932
"Dec 12, 2014 at 0620 LT","Hokandara, Western Province ",Antonov AN-32,5,79.9696277,6.8743192
"May 8, 2014 at 1202 LT","San Vincente del Caguán, Caquetá",Douglas DC-3,5,-74.7732056,2.1136446
"Dec 4, 2013","Pukanu, Pará",Britten-Norman Islander,5,NA,NA
"Feb 3, 2013 at 2030 LT","Cândido Mota, São Paulo",Beechcraft King Air 90,5,-50.3880476,-22.7466667
"Dec 8, 2010 at 1200 LT","Ouarzazate, Souss-Massa-Drâa",Britten-Norman Islander,5,-6.937016,30.9335436
"Nov 24, 2010 at 1436 LT","Monterrey, Nuevo León",Antonov AN-32,5,-100.3161126,25.6866142
"Oct 24, 2008 at 1040 LT","Asunción, Distrito Capital",Cessna 402,5,-57.575926,-25.2637399
"May 30, 2008 at 0940 LT","Tegucigalpa, Francisco Morazán",Airbus A320,5,-87.192136,14.0722751
"Apr 8, 2008 at 0930 LT","Hanoi, Hà N",Antonov AN-26,5,105.8341598,21.0277644
"Jun 11, 2006 at 1830 LT","Abéché, Ouaddaï",Lockheed C-130 Hercules,5,20.8433709,13.8359124
"Dec 14, 2004 at 1230 LT","Monterrey, Nuevo León",Rockwell Aero Commander 685,5,-100.3161126,25.6866142
"Aug 15, 2002 at 1235 LT","Colombo, Western Province ",Harbin Yunsunji Y-8,5,79.861243,6.9270786
"Sep 17, 1999","Santa Lucia AFB, Los Reyes Acozac, México",Lockheed C-130 Hercules,5,-99.0129947,19.7513358
"Apr 8, 1999 at 1130 LT","Málaga, Santander",De Havilland DHC-6 Twin Otter,5,-72.729891,6.703858
"Apr 7, 1999 at 1147 LT","Ribeirão Preto, São Paulo",Learjet 24,5,-47.8103238,-21.1704008
"Sep 10, 1998",Chaklala AFB ,Lockheed C-130 Hercules,5,NA,NA
"Aug 19, 1998 at 1643 LT",Halfmoon Bay ,Cessna 402,5,-122.4285862,37.4635519
"Mar 2, 1998 at 1505 LT","Chaitén, Región de Los Lagos",Cessna 401,5,-72.7167,-42.9167
"Dec 20, 1997 at 0930 LT","Tanagra, Central Greece / Ste",Lockheed C-130 Hercules,5,NA,NA
"Aug 20, 2015 at 0923 LT","Vršatec, Trencín Region",Let 410UVP,4,18.147161,49.067989
"May 20, 2015","Puerto Colombia, Atlántico",Hawker 800XP,4,-74.950761,11.001004
"Aug 23, 2014 at 1355 LT","Mulume Munene, Sud-Kivu",Let 410UVP,4,NA,NA
"Jan 11, 2014 at 1200 LT","Trier-Föhren, Rhineland-Palatinate",Cessna 501 Citation I,4,6.7862758,49.8633681
"Oct 5, 2013 at 0100 LT","Acandí, Chocó",De Havilland Dash-8-200,4,-77.27898,8.510109
"Sep 24, 2013 at 1040 LT","Lyon-Bron, Rhône",Cessna 421C Golden Eagle III,4,4.911927,45.733316
"Nov 6, 2012 at 1900 LT","Curitiba, Paraná",Piper PA-31 Cheyenne,4,-49.2653819,-25.4244287
"Aug 24, 2012 at 1800 LT","Montbéliard, Doubs",Pilatus PC-12,4,6.798466,47.510356
"Oct 25, 2011",Al Anad AFB ,Antonov,4,NA,NA
"Apr 2, 2011 at 0934 LT","Roswell, New Mexico",Gulfstream G650,4,-104.5230242,33.3942655
"Mar 31, 2009 at 1645 LT","Gdynia-Babie Doly AFB, Pomeranian Voivodeship ",PZL-Mielec AN-28,4,NA,NA
"Jun 29, 2007 at 1033 LT","Bouaké, Vallée du Bandama",Fokker 100,4,-5.0390536,7.690466
"Oct 26, 2006 at 1326 LT","Malmö, Skåne",Casa 212 Aviocar,4,13.003822,55.604981
"Oct 19, 2006 at 0042 LT","Besançon, Doubs",Beechcraft King Air 90,4,6.0240539,47.237829
"Mar 29, 2006","Chanthaburi, Chanthaburi ",Pilatus PC-6 (Porter & Turbo Porter),4,102.1037806,12.6112485
"Jul 13, 2003 at 1415 LT","San Cristobal, Táchira",Let 410UVP,4,-72.2261466,7.7713572
"Jul 1, 2003 at 2330 LT","Belém, Pará",Mitsubishi MU-2 Marquise,4,-48.4901968,-1.4557794
"May 21, 2003 at 1125 LT","Iwakuni AFB, Chugoku",Learjet 36,4,NA,NA
"Aug 29, 2001 at 1016 LT","Málaga, Andalusia",Casa-Nurtanio CN235 (IPTN),4,-4.4213988,36.7212737
"May 18, 2001 at 1200 LT","Ankara, Central Anatolia Region ",Casa-Nurtanio CN235 (IPTN),4,32.8597419,39.9333635
"Oct 24, 2000 at 1716 LT","Donaueschingen, Baden-Württemberg",Beechcraft Super King Air 300,4,8.4979461,47.9521523
"Jan 24, 2000","Ankara, Central Anatolia Region ",Beechcraft King Air 90,4,32.8597419,39.9333635
"Jan 15, 2000 at 1310 LT","San José, San José ",Let 410UVP,4,-84.0907246,9.9280694
"Jul 9, 1999 at 0430 LT","Toluca, México",BAe 125,4,-99.6556653,19.2826098
"Apr 24, 1999",Haifa ,Pilatus PC-6 (Porter & Turbo Porter),4,34.989571,32.7940463
"Oct 21, 1998 at 0851 LT","Fortaleza, Ceará",Embraer EMB-120 Brasília,4,-38.5267393,-3.7319029
"May 20, 1997 at 1835 LT","Mexico, Mexico",Rockwell 1121 Jet Commander,4,-99.133208,19.4326077
"Mar 20, 1997","Juba, Central Equatoria ",Antonov AN-24,4,31.57125,4.859363
"Feb 21, 1997 at 1045 LT","Colombo, Western Province ",Antonov AN-32,4,79.861243,6.9270786
"Jan 20, 1997 at 0515 LT","Palaly, Northern Province ",Harbin Yunsunji Y-12,4,80.0898085,9.7982377
"Feb 9, 2017","Thebephatshwa AFB, Kweneng District",Casa 212 Aviocar,3,NA,NA
"Oct 9, 2016 at 1000 LT","Uchuquinua, Cajamarca",Cessna 207 Skywagon,3,NA,NA
"Aug 20, 2015 at 0923 LT","Vršatec, Trencín Region",Let 410UVP,3,18.147161,49.067989
"Aug 8, 2015 at 1003 LT","Cajicá, Cundinamarca",Cessna 402,3,-74.024773,4.917531
"Aug 8, 2013 at 0940 LT","Clermont-Ferrand, Puy-de-Dôme",Socata TBM-850,3,3.087025,45.777222
"Oct 12, 2012 at 1740 LT","Kacha NAS, Autonomous Republic of Crimea",Beriev Be-12,3,NA,NA
"Aug 30, 2012 at 0915 LT","Hualien, Hualien County ",Britten-Norman Islander,3,121.6111949,23.9910732
"Sep 22, 2011 at 1313 LT","Wamena, Special Region of Papua",Pilatus PC-6 (Porter & Turbo Porter),3,138.9516853,-4.1001213
"Sep 20, 2011 at 1630 LT","Cap Haïtien, North",Beechcraft 99,3,-72.2067681,19.7370362
"Mar 10, 2010 at 1405 LT","Tegucigalpa, Francisco Morazán",Cessna 421 Golden Eagle,3,-87.192136,14.0722751
"Jun 29, 2009 at 1601 LT","Wamena, Special Region of Papua",De Havilland DHC-6 Twin Otter,3,138.9516853,-4.1001213
"Oct 17, 2008 at 1200 LT","Monterrey, Nuevo León",Cessna 402,3,-100.3161126,25.6866142
"Jul 7, 2008 at 0352 LT","Bogotá, Bogotá Capital District",Boeing 747-200,3,-74.072092,4.7109886
"Jul 2, 2008 at 1430 LT","Cochamó, Región de Los Lagos",De Havilland DHC-6 Twin Otter,3,-72.3084312,-41.4923218
"Nov 18, 2005 at 1030 LT","Privacion, Belize",Britten-Norman Islander,3,NA,NA
"Nov 4, 2005 at 0845 LT","Hanoi, Hà N",PZL-Mielec AN-28,3,105.8341598,21.0277644
"Dec 24, 2004 at 0933 LT","Montpellier, Hérault",Beechcraft King Air 90,3,3.876716,43.610769
"Oct 15, 2004 at 0746 LT","Medellín, Antioquia",Douglas DC-3,3,-75.5812119,6.244203
"Dec 18, 2003 at 1700 LT","Mitú, Vaupés",Douglas DC-9,3,-70.233618,1.2521739
"Sep 27, 2003 at 1857 LT","Gaspé, Quebec",Piper PA-31-350 Navajo Chieftain,3,-64.4869017,48.8316351
"Dec 26, 2002 at 1120 LT","Curitiba, Paraná",Embraer EMB-110 Bandeirante,3,-49.2653819,-25.4244287
"Apr 19, 2002 at 0853 LT","Popayán, Cauca",Antonov AN-32,3,-76.6147395,2.4448143
"Nov 29, 2001 at 1148 LT","Quepos, Puntarenas ",Cessna 208 Caravan,3,-84.1619076,9.4318681
"Feb 14, 2001 at 2300 LT","Kousséri, Far North",Piper PA-31 Cheyenne,3,15.0148322,12.087083
"Jan 19, 2001 at 1100 LT","Kayseri, Central Anatolia Region ",Casa-Nurtanio CN235 (IPTN),3,35.7406882,38.6256854
"May 18, 2000 at 0947 LT","Moanda, Haut-Ogooué ",Beechcraft 1900C,3,13.2432632,-1.5370282
"Jul 16, 1998 at 2140 LT","Córdoba, Córdoba",Rockwell Sabreliner 60,3,-64.1887761,-31.4200833
"Mar 12, 1998","Valladolid, Castile and León",Casa 212 Aviocar,3,-4.7245321,41.652251
"May 16, 1997 at 1600 LT","Monterrey, Nuevo León",Rockwell Sabreliner 40R,3,-100.3161126,25.6866142
"Apr 1, 1997 at 1200 LT","Tegucigalpa, Francisco Morazán",Lockheed C-130 Hercules,3,-87.192136,14.0722751
"Aug 14, 2017 at 1215 LT","Zemyo, Kansai",Socata TBM-700,2,NA,NA
"Aug 8, 2017 at 1152 LT","Mainau Island, Baden-Württemberg",Piper PA-46 Malibu Meridian (Malibu Mirage),2,9.195575,47.7054864
"May 17, 2017 at 1526 LT","Toluca, México",Learjet 25,2,-99.6556653,19.2826098
"Mar 31, 2017 at 1442 LT","Sorocaba, São Paulo",Piper PA-42 Cheyenne,2,-47.4525944,-23.5015338
"Aug 1, 2016 at 0730 LT","Canaima, Bolívar",Piper PA-31-350 Navajo Chieftain,2,-62,5.5
"Feb 1, 2016 at 0518 LT","Florianópolis, Santa Catarina",Socata TBM-900,2,-48.5482195,-27.5948698
"Nov 17, 2015 at 1001 LT","Acandí, Chocó",Cessna 402,2,-77.27898,8.510109
"Oct 3, 2015","Bogotá-Guaymaral, Bogotá Capital District",Piper PA-31-310 Navajo,2,-74.0709129,4.8164206
"Dec 19, 2014","Champotón, Campeche",Learjet 25,2,-90.7200237,19.3471645
"Nov 14, 2014 at 1020 LT","Panyagor, Jonglei ",Avro 748,2,31.4157958,7.3331109
"Apr 9, 2014 at 0940 LT","Doyo Baru, Special Region of Papua",Quest Kodiak 100,2,NA,NA
"Sep 9, 2013 at 0950 LT","Viña del Mar, Región de Valparaíso",Dornier DO228,2,-71.5500276,-33.0153481
"Aug 5, 2013 at 1329 LT","Akureyri, Northeastern Region ",Beechcraft Super King Air 200,2,-18.1261694,65.6884921
"Jun 25, 2013","Jérémie, Grand'Anse",Piper PA-31-350 Navajo Chieftain,2,-74.1181234,18.6389698
"May 29, 2013 at 1540 LT","Sorocaba, São Paulo",Comp Air CA-8,2,-47.4525944,-23.5015338
"Mar 6, 2013 at 1727 LT","Roskilde, Sjælland",Partenavia P.68,2,12.087845,55.64191
"Feb 21, 2013","Santa Lucia AFB, Los Reyes Acozac, México",Pilatus PC-6 (Porter & Turbo Porter),2,-99.0129947,19.7513358
"Oct 3, 2012 at 1115 LT","Korupun, Special Region of West Papua",PAC 750XL - Pacific Aerospace Corporation,2,NA,NA
"May 18, 2012 at 0150 LT","Iquique, Región de Tarapacá",Rockwell Shrike Commander 500S,2,-70.1356692,-20.2307033
"Dec 17, 2011 at 0740 LT","Abmisibil, Special Region of Papua",PAC 750XL - Pacific Aerospace Corporation,2,NA,NA
"Oct 4, 2011 at 1140 LT","Lutsel K'e, Northwest Territories",Cessna 208B Grand Caravan,2,-110.736935,62.405494
"Sep 12, 2011 at 1345 LT","Del Norte, Nuevo León",Piper PA-31-350 Navajo Chieftain,2,-100.303487,25.7123781
"Jul 28, 2011 at 0412 LT","Jeju, Jeju ",Boeing 747-400,2,126.5311884,33.4996213
"Dec 19, 2010 at 1502 LT","Samedan, Graubünden",Raytheon 390 Premier I,2,9.8729339,46.5339944
"Nov 4, 2010 at 1620 LT","Aix-en-Provence, Bouches-du-Rhône",Beechcraft King Air 90,2,5.447427,43.529742
"Aug 16, 2010 at 0147 LT","San Andrés, Antioquia",Boeing 737-700,2,-75.67556,6.913245
"Jan 25, 2010 at 1430 LT","Senador José Porfírio, Pará",Embraer EMB-110 Bandeirante,2,-51.9491551,-2.5863778
"Mar 23, 2009 at 0649 LT","Tokyo-Narita, Kanto",McDonnell Douglas MD-11,2,140.3928501,35.7719867
"Feb 12, 2009 at 1612 LT","Samedan, Graubünden",Dassault Falcon 10,2,9.8729339,46.5339944
"Dec 3, 2008 at 1200 LT","Monteria, Córdoba",Rockwell Shrike Commander 500S,2,-75.8785348,8.750983
"Mar 31, 2008 at 0700 LT","Lençois, Maranhão",Neiva NE-821 Carajá,2,-43.128407,-2.4859385
"Nov 4, 2007 at 1200 LT","Santa Elena, Petén",Beechcraft King Air 100,2,-89.8926065,16.9181251
"Oct 7, 2007 at 2140 LT","Santo Domingo, Mérida",Gulfstream GII,2,-70.6915699,8.8634466
"Aug 22, 2007 at 0038 LT","Curitiba, Paraná",Embraer EMB-110 Bandeirante,2,-49.2653819,-25.4244287
"Jul 23, 2007 at 1546 LT","Eubee Island, Central Greece / Ste",Canadair CL-415,2,NA,NA
"Jul 5, 2007 at 1449 LT",Aerfort na Minna ,Cessna 208 Caravan,2,NA,NA
"Dec 30, 2006 at 1730 LT","Culiacán Rosales, Sinaloa",Rockwell Sabreliner 40R,2,-107.3940117,24.8090649
"Aug 11, 2006 at 1700 LT","Caño Negro, Cojedes",Cessna 207 Skywagon,2,-68.3613589,8.670116
"Aug 11, 2006 at 1115 LT","La Serena, Región de Coquimbo",Piper PA-31-350 Navajo Chieftain,2,-71.2519374,-29.9026691
"Feb 12, 2006 at 2115 LT","El Petén, Petén",Grumman G-159 Gulfstream GI,2,-90.2995785,16.912033
"Jan 12, 2006 at 1826 LT","Freiburg im Breisgau, Baden-Württemberg",Beechcraft Super King Air 350,2,7.8421043,47.9990077
"Aug 20, 2005 at 1000 LT","Aubenas, Ardèche",Grumman S-2 Tracker,2,4.389863,44.620909
"Mar 8, 2005 at 1200 LT","La Paragua, Bolívar",PZL-Mielec AN-2,2,-63.3505606,6.8352019
"Feb 22, 2005 at 1343 LT","Bimin, Western ",De Havilland DHC-6 Twin Otter,2,-80.1810802,26.7080111
"Feb 11, 2005 at 2110 LT","Toluca, México",Rockwell Aero Commander 685,2,-99.6556653,19.2826098
"Dec 21, 2004 at 1219 LT","Galapagos Islands, Galápagos",Partenavia P.68,2,-90.9656019,-0.9537691
"Oct 16, 2004 at 1530 LT","Coron Island, Palawan",Britten-Norman Islander,2,120.2397336,11.9283293
"Aug 3, 2004","La Ceiba, Atlántida",Rockwell Aero Commander 700,2,-86.7919009,15.770288
"Jun 28, 2004 at 1710 LT","São Sebastião, Nampula",Beechcraft Super King Air 200,2,40.7435752,-15.0288462
"May 5, 2004 at 1630 LT","Vallecillos, Nuevo León",Britten-Norman Islander,2,-99.9872936,26.6595908
"Feb 23, 2004","Teresina, Piauí",Embraer EMB-820 Navajo,2,-42.8037597,-5.0920108
"Aug 12, 2003","Seoul, Seoul ",Beechcraft Super King Air 200,2,126.9779692,37.566535
"Feb 13, 2003 at 0843 LT","Florencia, Caquetá",Cessna 208 Caravan,2,-75.6042364,1.6153858
"Dec 21, 2002 at 0152 LT","Makung, Penghu County ",ATR72-200,2,119.5774616,23.5706269
"Jul 1, 2002 at 2335 LT","Konstanz, Baden-Württemberg",Boeing 757,2,9.1732384,47.6779496
"Feb 14, 2002 at 1720 LT","Samedan, Graubünden",Beechcraft Super King Air 300,2,9.8729339,46.5339944
"Dec 20, 2001 at 2206 LT","Zurich, Zurich",Cessna 560 Citation V,2,8.541694,47.3768866
"Mar 6, 2001 at 0857 LT","Keflavik, Southern Peninsula ",Rockwell Aero Commander 500,2,-22.5582716,63.9997549
"Jan 11, 2001","Jequié, Bahia",Embraer EMB-820 Navajo,2,-40.0837763,-13.8590592
"Sep 6, 2000 at 0903 LT","Aubenas, Ardèche",Lockheed C-130 Hercules,2,4.389863,44.620909
"Jul 15, 2000","Volos, Thessaly / Tessa",Canadair CL-215,2,NA,NA
"May 2, 2000 at 1439 LT","Lyon, Rhône",Learjet 35,2,4.835659,45.764043
